state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Missouri,0.0,2.86,2.0,High
Massachusetts,371582.63,0.0,69.0,Moderate
Texas,426402.0,1.38,49.0,High
Massachusetts,15000.0,0.0,37.0,Moderate
Wisconsin,33199.0,0.0,61.0,Moderate
Kentucky,198264.0,0.0,64.0,High
Arkansas,1641.0,0.0,78.0,Moderate
New Mexico,370390.68,0.0,65.0,Low
California,6377.0,1.0,11.0,High
North Carolina,263660.78,1.47,76.0,High
North Dakota,269383.0,4.47,22.0,High
Pennsylvania,53152.0,0.0,36.0,High
Vermont,92858.15,1.01,107.0,Moderate
Rhode Island,106952.0,1.36,56.0,Low
New Jersey,0.0,3.82,27.0,High
Georgia,174975.35,2.26,40.0,High
Minnesota,19500.0,1.32,66.0,Moderate
Alabama,75000.0,1.83,30.0,High
Tennessee,19916.0,0.0,31.0,Moderate
Maryland,331215.0,1.23,61.0,Moderate
New Mexico,49950.0,0.0,149.0,Low
Oklahoma,20000.0,0.0,85.0,High
Florida,275625.0,12.27,42.0,High
Florida,17970.0,1.17,52.0,High
Mississippi,40338.0,0.0,19.0,High
Massachusetts,20625.0,1.4,27.0,Moderate
Massachusetts,229967.0,1.13,61.0,Moderate
South Dakota,2464.1,5.11,11.0,High
Texas,2031107.0,1.87,61.0,High
Georgia,849272.1,5.01,60.0,High
New Jersey,0.0,3.27,21.0,High
Virginia,174157.0,0.0,-13.0,Moderate
Pennsylvania,708583.0,0.0,-26.0,High
Virginia,155681.0,0.0,22.0,Moderate
Kentucky,479.0,0.0,28.0,High
North Carolina,65837.0,0.0,41.0,High
Michigan,34500.0,0.0,94.0,Moderate
Minnesota,150000.0,1.27,67.0,Moderate
Minnesota,1927500.0,1.39,57.0,Moderate
Minnesota,80000.0,0.0,77.0,Moderate
Arkansas,429446.0,1.0,44.0,Moderate
New Jersey,75000.0,1.19,50.0,High
New York,1214409.0,0.0,29.0,High
Missouri,2936958.0,3.94,34.0,High
Oregon,20565.0,0.0,54.0,Moderate
North Carolina,736768.0,1.24,62.0,High
New Hampshire,6000.0,0.0,36.0,Moderate
Arkansas,600000.0,2.48,35.0,Moderate
Arkansas,25529.26,3.88,18.0,Moderate
Texas,763671.89,1.1,33.0,High
California,931373.0,2.01,66.0,High
Vermont,105480.38,0.0,107.0,Moderate
Nebraska,4145.0,0.0,16.0,High
Massachusetts,0.0,6.19,16.0,Moderate
Vermont,0.0,1.13,62.0,Moderate
Vermont,55556.0,1.09,111.0,Moderate
Colorado,23739.0,0.0,44.0,Moderate
South Dakota,269275.0,1.01,11.0,High
Iowa,124597.0,0.0,63.0,High
North Dakota,206801.0,1.64,41.0,High
Missouri,38126.0,2.49,27.0,High
Florida,30784.0,1.43,40.0,High
Alaska,1875.0,5.8,22.0,Low
New Hampshire,10025.0,1.01,63.0,Moderate
Kansas,20072.0,0.0,38.0,High
Alabama,25955.0,0.0,27.0,High
Iowa,18750.0,0.0,29.0,High
Montana,3695.0,0.0,18.0,Low
Florida,138750.0,1.11,36.0,High
Rhode Island,127500.0,3.16,12.0,Low
Mississippi,209515.0,2.13,52.0,High
Florida,18825.0,2.84,26.0,High
New Hampshire,25202.0,2.26,78.0,Moderate
Nebraska,225000.0,0.0,71.0,High
South Dakota,168242.0,1.29,41.0,High
Kentucky,775969.0,5.51,25.0,High
Texas,324000.0,0.0,53.0,High
Iowa,34500.0,0.0,60.0,High
Arizona,1103549.0,3.06,29.0,Low
North Carolina,266885.0,9.17,45.0,High
Iowa,114229.0,0.0,69.0,High
Texas,22482.0,0.0,69.0,High
Texas,171789.0,2.01,74.0,High
New York,157246.0,1.48,48.0,High
Georgia,22500.0,0.0,12.0,High
Iowa,2517649.0,1.46,45.0,High
Florida,0.0,2.59,22.0,High
New Mexico,4019395.01,2.0,50.0,Low
Florida,159853.95,2.11,53.0,High
Texas,0.0,8.25,7.0,High
Oklahoma,124959.0,0.0,80.0,High
Oklahoma,25150.0,0.0,79.0,High
Oklahoma,749504.0,0.0,134.0,High
Alabama,300000.0,0.0,28.0,High
Missouri,973530.0,1.49,43.0,High
Maryland,30000.0,0.0,25.0,Moderate
Louisiana,45975.0,0.0,144.0,High
Puerto Rico,739901.0,0.0,34.0,Moderate
California,21000.0,0.0,20.0,High
North Carolina,63295.0,3.06,44.0,High
Kentucky,1294.0,0.0,30.0,High
Pennsylvania,287795.0,0.0,0.0,High
Rhode Island,74250.0,1.5,15.0,Low
Florida,253217.19,1.26,33.0,High
Florida,28797.0,6.81,23.0,High
Iowa,17362.52,0.0,33.0,High
New Mexico,1486609.27,1.09,54.0,Low
Florida,262500.0,1.61,44.0,High
California,634375.0,3.26,48.0,High
Alabama,5772.0,0.0,13.0,High
Texas,45000.0,0.0,30.0,High
Oklahoma,18337.5,0.0,34.0,High
Arkansas,26250.0,0.0,31.0,Moderate
Iowa,439725.0,1.87,16.0,High
New Jersey,74918.0,1.05,42.0,High
Iowa,18003.0,0.0,52.0,High
Texas,305129.73,0.0,138.0,High
Missouri,430000.0,1.0,36.0,High
California,1109388.12,3.03,151.0,High
North Dakota,5778599.96,1.05,62.0,High
Texas,4538148.26,3.49,33.0,High
Texas,3562500.0,4.99,36.0,High
Oklahoma,780541.94,2.0,39.0,High
Iowa,14824022.0,1.37,74.0,High
Alabama,62308.0,7.16,90.0,High
Mississippi,37360.0,0.0,47.0,High
Iowa,433289.0,1.15,48.0,High
Kentucky,33244.0,0.0,15.0,High
New Hampshire,596.0,0.0,41.0,Moderate
Alabama,4171.0,1.37,31.0,High
Alabama,4189.0,1.37,42.0,High
Arizona,9906.0,0.0,44.0,Low
New Jersey,115000.0,1.13,57.0,High
Georgia,57542.25,0.0,32.0,High
Texas,34649.7,0.0,46.0,High
Florida,0.0,1.3,29.0,High
Michigan,588641.0,2.76,65.0,Moderate
Ohio,0.0,3.64,20.0,Moderate
Georgia,609972.25,1.72,44.0,High
Kansas,53250.0,6.42,24.0,High
Kentucky,21243.0,0.0,14.0,High
Nebraska,787500.0,1.4,47.0,High
New Mexico,96940.57,0.0,57.0,Low
California,540330.0,5.68,27.0,High
Oklahoma,14963.0,0.0,11.0,High
Texas,113907.0,0.0,124.0,High
Florida,153328.0,2.09,25.0,High
Arkansas,15020.0,0.0,75.0,Moderate
Florida,65310.0,1.5,14.0,High
Louisiana,0.0,15.09,94.0,High
Texas,21531.0,2.02,59.0,High
Iowa,742015.0,1.41,38.0,High
Kentucky,411995.0,3.25,34.0,High
Minnesota,153975.0,0.0,24.0,Moderate
Vermont,25493.0,1.92,29.0,Moderate
Oklahoma,14274.0,0.0,59.0,High
Kentucky,201374.14,0.0,103.0,High
Minnesota,41512.0,0.0,14.0,Moderate
Arizona,11308.0,0.0,45.0,Low
North Carolina,32369.25,1.0,33.0,High
Nebraska,3674.0,0.0,14.0,High
Minnesota,332538.0,0.0,12.0,Moderate
New Jersey,778804.0,3.16,43.0,High
Vermont,74928.18,0.0,37.0,Moderate
Nebraska,110577.0,2.54,15.0,High
Vermont,64243.17,0.0,36.0,Moderate
Iowa,1173349.12,0.0,30.0,High
Georgia,28500.0,0.0,73.0,High
Tennessee,594966.35,2.5,79.0,Moderate
Arkansas,665487.0,2.48,20.0,Moderate
Florida,0.0,1.51,19.0,High
North Carolina,129093.4,1.21,66.0,High
California,908621.46,6.56,42.0,High
Florida,161373.75,1.08,54.0,High
Alabama,130215.23,7.17,118.0,High
South Dakota,240122.0,0.0,43.0,High
Puerto Rico,21000.0,0.0,38.0,Moderate
Florida,500000.0,1.0,28.0,High
Montana,169521.36,1.52,37.0,Low
Florida,71246.25,2.49,36.0,High
Texas,0.0,0.0,0.0,High
Alabama,5151.0,0.0,31.0,High
Alabama,5292.0,2.0,9.0,High
Florida,3148220.0,1.38,122.0,High
Texas,10827.0,3.15,89.0,High
Louisiana,150000.0,0.0,59.0,High
Alaska,4382.0,439.81,27.0,Low
Iowa,5100.0,0.0,29.0,High
New Hampshire,256569.0,1.0,53.0,Moderate
Alabama,122254.0,0.0,15.0,High
Alabama,5247.0,0.0,38.0,High
Wisconsin,4625.97,0.0,42.0,Moderate
California,286045.5,3.32,45.0,High
Florida,184839.75,1.13,42.0,High
New Hampshire,8879.84,0.0,47.0,Moderate
Missouri,34016.86,0.0,27.0,High
Alabama,4960.5,0.0,4.0,High
Nebraska,3508.43,0.0,20.0,High
Louisiana,65000.0,0.0,62.0,High
Texas,60269.0,0.0,111.0,High
Virginia,78140.0,0.0,23.0,Moderate
Virginia,89034.0,0.0,19.0,Moderate
Vermont,70420.32,0.0,22.0,Moderate
Georgia,21882.35,0.0,67.0,High
Oregon,22050.0,0.0,47.0,Moderate
Indiana,54610.83,8.25,39.0,Low
Texas,37569.0,0.0,71.0,High
Georgia,30436.0,1.12,22.0,High
New York,19613.0,1.12,58.0,High
North Dakota,49406.0,0.0,18.0,High
Alabama,3900.0,1.37,111.0,High
Georgia,17046.0,0.0,45.0,High
Massachusetts,253189.0,1.6,40.0,Moderate
Alabama,3511.16,1.37,119.0,High
North Dakota,3166767.46,1.44,62.0,High
Florida,277473.0,4.48,42.0,High
Kentucky,15955.0,0.0,17.0,High
Iowa,292452.0,4.43,34.0,High
Pennsylvania,730769.0,0.0,66.0,High
Massachusetts,70211.0,0.0,38.0,Moderate
Missouri,1275241.0,2.64,35.0,High
Louisiana,147509.13,1.53,123.0,High
Alabama,44133.75,4.46,123.0,High
Idaho,244028.0,2.7,26.0,Low
Kentucky,237830.18,10.48,35.0,High
Florida,402812.25,1.08,75.0,High
Florida,0.0,3.21,56.0,High
Washington,539590.95,1.12,62.0,High
South Carolina,24446.58,11.13,0.0,Moderate
New Hampshire,0.0,0.0,16.0,Moderate
Missouri,206.25,0.0,6.0,High
Florida,70106.25,1.05,58.0,High
California,163231.71,0.0,46.0,High
Oklahoma,221205.97,6.88,49.0,High
California,87201.75,0.0,27.0,High
North Dakota,29528.0,0.0,13.0,High
Indiana,25001.0,0.0,50.0,Low
Florida,26025.0,6.3,11.0,High
Georgia,1663191.99,2.41,60.0,High
Pennsylvania,932136.0,1.0,50.0,High
Virginia,79300.0,2.44,10.0,Moderate
Alabama,36297.0,1.04,39.0,High
Kentucky,18731.0,0.0,37.0,High
Michigan,24759.0,1.74,46.0,Moderate
Ohio,380163.0,1.34,69.0,Moderate
California,19392.0,0.0,15.0,High
Washington,9980.0,1.14,52.0,High
Louisiana,811000.0,0.0,36.0,High
Missouri,50026.0,1.02,37.0,High
New Hampshire,185794.0,1.02,37.0,Moderate
Texas,11250.0,0.0,58.0,High
Kentucky,20521.0,0.0,78.0,High
Arkansas,12000.0,0.0,48.0,Moderate
Florida,15204.0,4.93,30.0,High
Virginia,875000.0,2.46,122.0,Moderate
Florida,1053078.41,1.0,39.0,High
Wisconsin,76371.23,0.0,22.0,Moderate
California,26250.0,0.0,26.0,High
Maryland,127850.0,0.0,47.0,Moderate
Florida,728512.0,3.79,48.0,High
Oklahoma,161437.5,1.01,51.0,High
Florida,286505.93,1.06,71.0,High
Nevada,159533.24,8.61,41.0,Low
South Dakota,19426.0,0.0,12.0,High
Florida,555176.3,2.42,75.0,High
Alabama,4980.0,2.14,12.0,High
California,0.0,13.35,174.0,High
New Mexico,293203.13,0.0,81.0,Low
Massachusetts,48975.0,1.68,53.0,Moderate
Mississippi,31415.0,0.0,18.0,High
Arkansas,23036.0,0.0,62.0,Moderate
Rhode Island,7500.0,0.0,71.0,Low
Massachusetts,118500.0,4.72,60.0,Moderate
Vermont,0.0,0.0,41.0,Moderate
Oklahoma,4936964.24,2.94,85.0,High
North Carolina,822520.02,1.31,54.0,High
Georgia,517714.31,1.0,36.0,High
New Mexico,45559.69,0.0,40.0,Low
California,40686.5,1.61,18.0,High
Alabama,4749.75,0.0,3.0,High
Alabama,4980.0,0.0,8.0,High
South Dakota,89382.53,0.0,47.0,High
Alabama,4992.0,0.0,14.0,High
Alabama,4992.0,0.0,13.0,High
Alabama,17447.99,0.0,116.0,High
Oklahoma,28428.0,0.0,28.0,High
New Mexico,82757.61,1.02,79.0,Low
New Mexico,27453.06,0.0,72.0,Low
Wisconsin,515046.0,2.2,51.0,Moderate
Massachusetts,294131.25,10.34,38.0,Moderate
New Mexico,67560.75,0.0,70.0,Low
South Dakota,56140.0,1.68,20.0,High
Florida,112500.0,43.29,39.0,High
California,5134997.11,1.29,52.0,High
California,36919.92,0.0,25.0,High
Minnesota,246803.78,1.65,21.0,Moderate
Iowa,21000.0,0.0,26.0,High
Arkansas,33750.0,0.0,35.0,Moderate
California,2720383.0,1.72,39.0,High
North Dakota,767582.0,1.61,19.0,High
South Dakota,75137.0,1.94,15.0,High
Nebraska,14162.0,1.18,15.0,High
Washington,34144.02,2.83,19.0,High
South Carolina,124107.75,0.0,31.0,Moderate
Georgia,36229.0,0.0,20.0,High
Kansas,195244.08,1.55,114.0,High
Florida,291585.0,1.03,39.0,High
Florida,338184.9,0.0,78.0,High
Maine,18750.0,1.15,17.0,Low
Virginia,15000.0,2.01,43.0,Moderate
Alabama,624627.0,0.0,78.0,High
Virginia,60707.0,1.18,0.0,Moderate
Kentucky,31303.0,0.0,59.0,High
Louisiana,65384.0,3.63,98.0,High
North Carolina,22500.0,0.0,32.0,High
Oklahoma,2467.0,0.0,81.0,High
Florida,263126.33,1.81,126.0,High
Alabama,963240.05,1.35,55.0,High
Northern Mariana Islands,120292.0,58.37,0.0,Low
Oregon,86586.04,4.39,61.0,Moderate
Tennessee,547635.0,4.76,23.0,Moderate
Florida,0.0,1.39,21.0,High
Minnesota,57834.75,0.0,26.0,Moderate
Puerto Rico,7365.0,1.51,16.0,Moderate
Louisiana,135415.0,2.58,93.0,High
Arkansas,226800.0,1.0,41.0,Moderate
Ohio,19067.0,0.0,52.0,Moderate
Kentucky,329738.0,1.58,42.0,High
Oklahoma,1500.0,0.0,33.0,High
Florida,58061.0,1.49,70.0,High
Alabama,43055.0,0.0,16.0,High
Alabama,70173.0,0.0,32.0,High
Pennsylvania,1232320.0,1.0,-0.0,High
Florida,39948.0,1.71,41.0,High
New York,1451709.0,0.0,82.0,High
Alabama,5772.0,1.73,15.0,High
Mississippi,57780.0,2.16,25.0,High
Nebraska,103753.35,0.0,40.0,High
Texas,35941.5,0.0,33.0,High
Minnesota,25689.75,0.0,19.0,Moderate
Iowa,28600.68,0.0,25.0,High
North Dakota,23225.81,0.0,15.0,High
California,55499.0,4.6,34.0,High
Florida,602397.29,3.15,80.0,High
Virginia,307728.8,2.42,65.0,Moderate
Kentucky,54632.99,0.0,78.0,High
Colorado,77221.0,0.0,37.0,Moderate
New Jersey,60000.0,1.97,21.0,High
New Hampshire,31819.6,0.0,51.0,Moderate
New Mexico,117539.72,2.96,53.0,Low
Nebraska,37492.51,0.0,20.0,High
Florida,18639.63,13.07,39.0,High
Nebraska,1387.5,3.9,18.0,High
North Carolina,0.0,1.68,41.0,High
Massachusetts,1079924.98,1.81,0.0,Moderate
South Dakota,13125.0,0.0,24.0,High
Rhode Island,7500.0,0.0,23.0,Low
Vermont,48698.0,1.16,80.0,Moderate
New Jersey,0.0,1.1,52.0,High
Iowa,14159.0,0.0,11.0,High
Rhode Island,0.0,0.0,39.0,Low
New Mexico,16650.0,0.0,62.0,Low
Georgia,24072.19,0.0,67.0,High
Oklahoma,153123.41,918.32,51.0,High
New York,76100.0,1.27,14.0,High
Maine,61778.0,1.02,6.0,Low
South Dakota,263487.0,1.74,41.0,High
Minnesota,107518.0,2.1,77.0,Moderate
Florida,0.0,3.27,57.0,High
Florida,22674.0,1.31,36.0,High
South Dakota,7500.0,0.0,20.0,High
Iowa,52381.0,0.0,44.0,High
Georgia,40587.53,0.0,68.0,High
Florida,295534.92,6.46,76.0,High
Florida,127773.23,1.03,56.0,High
Oklahoma,28125.0,0.0,63.0,High
Alaska,11497.5,0.0,41.0,Low
Rhode Island,0.0,0.0,44.0,Low
Texas,267701.25,1.06,46.0,High
North Carolina,10684.66,1.17,44.0,High
Oklahoma,17158.0,0.0,48.0,High
Michigan,1785000.0,1.07,47.0,Moderate
Iowa,170773.0,1.02,63.0,High
New York,28742.0,0.0,110.0,High
Vermont,780.0,1.0,-19.0,Moderate
Minnesota,68404.0,0.0,77.0,Moderate
Ohio,222873.0,2.61,44.0,Moderate
Massachusetts,8000.0,0.0,49.0,Moderate
Kentucky,2829.0,0.0,33.0,High
Alabama,80483.0,0.0,23.0,High
Washington,75000.0,0.0,39.0,High
Florida,128198.45,1.12,39.0,High
North Dakota,626929.58,1.85,29.0,High
Florida,567756.0,1.19,100.0,High
Louisiana,150000.0,0.0,61.0,High
Louisiana,150000.0,0.0,85.0,High
Iowa,267150.0,1.07,50.0,High
Michigan,12010.0,0.0,44.0,Moderate
Indiana,100138.0,0.0,74.0,Low
Louisiana,62325.0,4.96,79.0,High
Kentucky,47125.0,0.0,19.0,High
Michigan,83855.31,4.97,42.0,Moderate
Texas,0.0,1.32,140.0,High
Oregon,116709.0,5.32,82.0,Moderate
Massachusetts,167055.0,1.03,77.0,Moderate
Florida,618715.59,1.29,60.0,High
Virginia,358875.0,0.0,20.0,Moderate
Arkansas,906702.0,1.0,47.0,Moderate
Kentucky,34633.0,0.0,72.0,High
Washington,526994.0,4.45,0.0,High
Iowa,630178.0,3.61,62.0,High
Florida,162382.5,1.01,21.0,High
Texas,603646.02,0.0,78.0,High
Massachusetts,12000.0,0.0,63.0,Moderate
Texas,60147.0,0.0,46.0,High
Texas,13500.0,0.0,44.0,High
Minnesota,284431.5,2.21,27.0,Moderate
Georgia,4860.0,0.0,18.0,High
Oklahoma,43638.0,0.0,35.0,High
Oregon,15489.8,0.0,56.0,Moderate
Texas,306910.98,1.06,67.0,High
New Hampshire,6394.55,0.0,54.0,Moderate
Hawaii,19244.0,2.39,135.0,Low
Massachusetts,24281.36,12.56,44.0,Moderate
Vermont,3428.0,8.42,15.0,Moderate
Massachusetts,14288.0,0.0,83.0,Moderate
Kentucky,6792.0,0.0,39.0,High
Ohio,29268.0,0.0,38.0,Moderate
Wisconsin,241383.0,1.14,54.0,Moderate
Kentucky,200931.0,0.0,128.0,High
Florida,15217.0,4.23,39.0,High
Oklahoma,174575.0,2.44,73.0,High
Arkansas,326151.0,1.87,52.0,Moderate
Iowa,414473.0,145.4,27.0,High
North Dakota,1403300.0,1.25,46.0,High
Florida,82817.52,1.18,37.0,High
Oregon,61769.25,1.42,36.0,Moderate
Iowa,89556.21,0.0,61.0,High
Oklahoma,42015.08,0.0,43.0,High
California,110866.71,0.0,34.0,High
California,11683283.73,1.46,42.0,High
Alabama,6540.0,0.0,9.0,High
Nebraska,29160.0,0.0,24.0,High
Michigan,703552.42,1.02,56.0,Moderate
Nebraska,33042.75,0.0,38.0,High
Rhode Island,15000.0,0.0,36.0,Low
Florida,38232.78,1.05,51.0,High
Florida,17577.84,2.04,15.0,High
Georgia,39126.0,0.0,9.0,High
Northern Mariana Islands,16800.0,4.77,76.0,Low
Arizona,287670.07,1.63,38.0,Low
California,112687.5,0.0,33.0,High
Alabama,5772.0,0.0,16.0,High
Nebraska,132165.0,0.0,26.0,High
Alabama,4680.0,0.0,13.0,High
Alabama,5460.0,0.0,12.0,High
Minnesota,207000.0,0.0,38.0,Moderate
Wyoming,35996.27,0.0,44.0,Low
New Jersey,250000.0,1.41,0.0,High
Missouri,228601.53,0.0,44.0,High
Georgia,22083.35,0.0,60.0,High
Hawaii,112500.3,1.35,40.0,Low
California,1026169.0,3.25,42.0,High
South Dakota,60700.71,0.0,46.0,High
Alabama,18690.0,1.38,14.0,High
Puerto Rico,105134.0,0.0,14.0,Moderate
North Dakota,726061.0,1.86,37.0,High
Pennsylvania,586297.0,0.0,0.0,High
Texas,8498.0,3.86,89.0,High
Indiana,14300.0,0.0,41.0,Low
Florida,26250.0,1.5,31.0,High
Oklahoma,12750.0,0.0,19.0,High
Florida,66584.0,1.07,23.0,High
Alaska,7474.0,0.0,27.0,Low
Georgia,161835.75,1.13,10.0,High
Florida,163800.0,4.97,66.0,High
Alabama,52797.0,0.0,64.0,High
Nebraska,11250.0,0.0,36.0,High
Arkansas,661500.0,3.08,43.0,Moderate
Kentucky,216556.0,0.0,30.0,High
North Dakota,22500.0,0.0,17.0,High
Nebraska,1934.0,0.0,36.0,High
Florida,21342.0,2.73,59.0,High
New Mexico,71234.0,0.0,68.0,Low
Virginia,407324.64,1.6,45.0,Moderate
Missouri,1238934.54,2.0,35.0,High
Maryland,11708.0,0.0,12.0,Moderate
Alabama,32546.0,2.65,72.0,High
Minnesota,17285.0,0.0,39.0,Moderate
Oklahoma,15984.0,0.0,15.0,High
Montana,110346.0,1.0,49.0,Low
Maryland,35993.0,1.0,38.0,Moderate
Oklahoma,22261.0,0.0,63.0,High
Indiana,107916.0,0.0,59.0,Low
Wisconsin,24750.0,0.0,32.0,Moderate
Maine,26397.0,3.08,30.0,Low
Alabama,10240.0,1.59,22.0,High
Minnesota,262500.0,0.0,37.0,Moderate
Texas,126715.35,0.0,42.0,High
Oklahoma,24206.76,0.0,60.0,High
Florida,764081.19,1.06,107.0,High
New Hampshire,61500.0,6.54,45.0,Moderate
Pennsylvania,56900.0,0.0,0.0,High
Florida,575280.0,1.08,52.0,High
Alabama,32963.0,0.0,14.0,High
Alabama,2687.0,0.0,21.0,High
California,4098.0,1.0,70.0,High
Florida,122411.25,4.78,29.0,High
Missouri,154113.72,0.0,23.0,High
Alabama,5772.0,0.0,14.0,High
California,79972.5,0.0,55.0,High
Alabama,4660.5,2.15,18.0,High
Alabama,5760.0,0.0,7.0,High
Missouri,19287.93,0.0,13.0,High
Alabama,4992.0,0.0,12.0,High
Nevada,159533.24,6.32,41.0,Low
Iowa,179562.71,0.0,36.0,High
Alabama,4960.5,0.0,8.0,High
Alabama,5062.5,0.0,13.0,High
Alabama,5760.0,0.0,7.0,High
Alabama,4992.0,0.0,12.0,High
Iowa,86327.44,0.0,35.0,High
Florida,173944.0,0.0,25.0,High
Florida,8743.0,1.22,40.0,High
Nebraska,209715.0,1.7,57.0,High
Oklahoma,27810.0,0.0,38.0,High
Nebraska,93750.0,0.0,36.0,High
Missouri,453748.0,4.46,59.0,High
Mississippi,265582.0,1.0,45.0,High
Louisiana,330285.0,1.05,86.0,High
Oklahoma,19710.0,0.0,60.0,High
Indiana,439074.0,3.1,58.0,Low
South Carolina,37096.5,3.66,35.0,Moderate
Georgia,17734.71,0.0,52.0,High
Oklahoma,13249.0,0.0,55.0,High
Alabama,48011.0,9.01,31.0,High
Michigan,58500.0,0.0,20.0,Moderate
Florida,921821.0,1.19,69.0,High
Alaska,7106.0,1.01,24.0,Low
Missouri,49990.5,0.0,19.0,High
Massachusetts,120837.88,0.0,54.0,Moderate
Arkansas,23250.0,0.0,27.0,Moderate
Kansas,1137907.77,1.87,31.0,High
Alabama,5772.0,0.0,14.0,High
Florida,10110.0,69.04,36.0,High
Florida,683898.0,3.26,48.0,High
Florida,14307.0,12.91,11.0,High
Iowa,53463.0,0.0,46.0,High
Florida,86375.0,137.83,46.0,High
New York,635942.0,1.45,62.0,High
Florida,6300.0,1.39,27.0,High
Pennsylvania,102040.0,0.0,0.0,High
Oklahoma,111308.5,9.18,38.0,High
Florida,544430.75,11.3,43.0,High
Missouri,1508289.3,0.0,44.0,High
California,812321.25,2.84,34.0,High
Alabama,4960.5,0.0,8.0,High
California,15872.25,0.0,10.0,High
North Carolina,179254.1,1.69,57.0,High
South Dakota,92956.69,0.0,31.0,High
Vermont,437100.0,1.89,57.0,Moderate
Oklahoma,11988.0,0.0,25.0,High
Iowa,500208.0,0.0,32.0,High
California,7204.91,1.0,30.0,High
Mississippi,3048598.0,38.34,50.0,High
Texas,83250.0,0.0,53.0,High
Louisiana,52337.0,0.0,58.0,High
Vermont,17977.0,1.13,14.0,Moderate
Minnesota,281242.0,1.2,81.0,Moderate
Michigan,13875.0,0.0,74.0,Moderate
North Carolina,0.0,0.0,28.0,High
Kansas,65233.48,0.0,8.0,High
Nebraska,63852.0,107.13,26.0,High
North Carolina,128668.0,21.02,44.0,High
Pennsylvania,34289.65,0.0,43.0,High
California,76804.44,0.0,41.0,High
Idaho,29750.0,0.0,29.0,Low
South Carolina,62090.56,6.09,53.0,Moderate
Florida,1058941.5,1.74,43.0,High
Florida,0.0,2.64,3.0,High
Wisconsin,1012.49,0.0,22.0,Moderate
Oregon,39669.0,0.0,53.0,Moderate
South Dakota,19500.0,0.0,35.0,High
Indiana,259950.0,0.0,51.0,Low
California,256567.5,0.0,46.0,High
Texas,109404.0,0.0,43.0,High
California,20786.66,0.0,36.0,High
Pennsylvania,270000.0,0.0,32.0,High
Texas,140215.5,0.0,43.0,High
Alabama,296706.0,0.0,87.0,High
Florida,0.0,1.19,27.0,High
Ohio,119561.82,0.0,30.0,Moderate
Oregon,229841.1,2.58,52.0,Moderate
Idaho,0.0,3.32,35.0,Low
Connecticut,15565.0,1.09,69.0,Moderate
Virginia,690308.0,0.0,31.0,Moderate
Kentucky,70854.0,0.0,64.0,High
Michigan,424989.0,1.09,48.0,Moderate
Florida,12940.0,1.25,75.0,High
Kentucky,46875.0,0.0,30.0,High
Minnesota,53256.0,0.0,72.0,Moderate
Arkansas,2841093.0,3.42,173.0,Moderate
California,86962.0,10.0,23.0,High
Texas,90000.0,0.0,71.0,High
Wisconsin,312790.0,1.08,26.0,Moderate
Minnesota,634098.0,1.11,50.0,Moderate
Ohio,34500.0,0.0,55.0,Moderate
Florida,293045.0,1.15,57.0,High
Florida,160333.0,1.54,38.0,High
Nebraska,1125.0,0.0,23.0,High
Florida,15680.0,2.11,37.0,High
Massachusetts,380606.0,2.72,57.0,Moderate
Northern Mariana Islands,18150.0,15.38,43.0,Low
Oregon,84066.08,1.5,40.0,Moderate
New York,405735.0,1.03,25.0,High
Minnesota,118338.0,1.36,66.0,Moderate
Northern Mariana Islands,3200.0,10.44,113.0,Low
Michigan,112500.0,1.31,75.0,Moderate
New Mexico,19678.0,0.0,147.0,Low
Iowa,104506.0,0.0,38.0,High
Northern Mariana Islands,13900.0,2.67,114.0,Low
Northern Mariana Islands,8450.0,2.77,114.0,Low
Texas,63096.0,0.0,96.0,High
Federated States of Micronesia,0.0,6.34,100.0,Low
Missouri,57742.0,0.0,46.0,High
Florida,1247250.0,1.16,42.0,High
Nevada,50352.0,0.0,36.0,Low
Louisiana,740321.59,1.78,153.0,High
Iowa,86250.0,2.65,54.0,High
Wyoming,2764684.31,2.03,57.0,Low
Wyoming,3000000.0,3.02,65.0,Low
North Dakota,36530.0,0.0,34.0,High
Minnesota,62280.0,1.0,44.0,Moderate
Arkansas,469703.0,1.91,52.0,Moderate
Ohio,28000.0,0.0,32.0,Moderate
Missouri,15000.0,1.13,24.0,High
North Dakota,112779.0,0.0,42.0,High
Virginia,406658.0,0.0,-2.0,Moderate
Washington,300179.0,5.12,0.0,High
Ohio,16250.0,0.0,21.0,Moderate
Alabama,888750.0,1.51,32.0,High
West Virginia,255844.0,0.0,44.0,Moderate
Alabama,37680.0,0.0,27.0,High
Texas,191891.0,0.0,97.0,High
Florida,123867.0,1.66,24.0,High
Oregon,229275.0,3.22,0.0,Moderate
California,73895.68,0.0,57.0,High
California,751396.17,3.39,27.0,High
Florida,879514.27,1.06,27.0,High
Vermont,5156.0,1.54,40.0,Moderate
Ohio,413660.19,1.0,52.0,Moderate
Virginia,502786.6,1.27,60.0,Moderate
North Carolina,213412.59,1.01,57.0,High
Missouri,415582.15,1.83,29.0,High
Ohio,732498.75,1.0,61.0,Moderate
California,825735.0,16.34,29.0,High
Florida,253779.0,1.15,41.0,High
Oklahoma,93750.0,0.0,50.0,High
New York,120413.0,1.3,69.0,High
Georgia,804864.37,1.65,0.0,High
Florida,205071.0,1.19,53.0,High
Florida,175591.52,1.38,40.0,High
