state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel,ZoneRiskLevelNumeric,RiskScore,InsuranceZone
West Virginia,0.0007820863718706744,0.0,0.5417721518987342,Moderate,0.5,0.4336672649284951,Low
Kansas,2.756363340856599e-05,0.0,0.4734177215189873,High,0.8,0.46469456975716084,Low
Iowa,2.418648365392531e-05,0.0,0.44556962025316454,High,0.8,0.45912359864409447,Low
New Mexico,0.0005694961385095798,9.721388945906247e-07,0.660759493670886,Low,0.2,257165.06071994614,High
Mississippi,5.1139482999870594e-05,0.0,0.4379746835443038,High,0.8,0.4576153925020607,Low
Alabama,8.617554546324499e-06,0.0,0.4278481012658228,High,0.8,0.4555730672749831,Low
Missouri,0.0009153718127176206,8.349906687977564e-07,0.5392405063291139,High,0.8,299404.77169251087,High
Alabama,8.39883109846647e-05,0.0,0.5012658227848101,High,0.8,0.4702867598813559,Low
Washington,0.0005392809498559909,4.3161353411285e-07,0.44050632911392407,High,0.8,579222.0821487538,High
South Carolina,0.00014884690499045628,2.472701835618477e-06,0.49873417721518987,Moderate,0.5,101104.15604617845,Moderate
West Virginia,5.8974127042288807e-05,8.06754269369813e-07,0.5544303797468354,Moderate,0.5,309883.8884096656,High
Florida,0.00043597331180454885,1.0205441507528133e-06,0.5063291139240507,High,0.8,244967.5751951529,Moderate
West Virginia,0.00029258030957877095,5.727955312525672e-07,0.5620253164556962,Moderate,0.5,436456.10653618,High
Florida,0.00034045049662518353,5.969981593336616e-07,0.49873417721518987,High,0.8,418761.98001815076,High
New York,0.00023850560269843014,4.033771346849065e-07,0.6,High,0.8,619767.6450954023,High
Alabama,4.6505233292353056e-05,1.2948406023385497e-06,0.6050632911392405,High,0.8,193074.19897518557,Moderate
Vermont,0.00017583872214967328,7.623827845544732e-07,0.5037974683544304,Moderate,0.5,327919.4377345911,High
Florida,0.00036234375824036855,4.3564730545969905e-07,0.4835443037974684,High,0.8,573858.9251871315,High
Vermont,3.8060865912933206e-05,7.744840985950204e-07,0.46835443037974683,Moderate,0.5,322795.69212361047,High
Louisiana,0.00022394892272153066,0.0,0.549367088607595,High,0.8,0.4799629972906076,Moderate
Ohio,0.0009965861430461748,4.033771346849065e-07,0.49367088607594933,Moderate,0.5,619767.5791328116,High
Texas,3.826518198009615e-05,9.479362665095302e-07,0.5645569620253165,High,0.8,263731.04356499633,High
Puerto Rico,0.0004057013894238705,0.0,0.5645569620253165,Moderate,0.5,0.4380736729608329,Low
Oklahoma,4.478978454430613e-05,0.0,0.4430379746835443,High,0.8,0.4586255108505266,Low
South Carolina,0.0002143190593247921,1.9523453318749475e-06,0.5518987341772152,Moderate,0.5,128051.30220101164,Moderate
Louisiana,0.00014136402498592085,0.0,0.5063291139240507,High,0.8,0.47132236839480446,Low
Alabama,0.00033938414143475266,0.0,0.4607594936708861,High,0.8,0.46228765239075115,Low
North Dakota,0.0001957627113077988,4.154784487254537e-07,0.4759493670886076,High,0.8,601716.1424526445,High
Louisiana,0.00015488755393266502,7.059099856985864e-07,0.5518987341772152,High,0.8,354153.0332988447,High
Michigan,0.0003846352607598652,4.505722594430406e-06,0.5873417721518988,Moderate,0.5,55485.188593560364,Moderate
Georgia,0.0003574389035845625,0.0,0.4708860759493671,High,0.8,0.46432019075130726,Low
Alabama,0.0006089156278870236,1.5126642550683994e-06,0.569620253164557,High,0.8,165271.54216761692,Moderate
New York,4.478978454430613e-07,0.0,0.4810126582278481,High,0.8,0.4662027108047078,Low
Texas,0.0033409798387815685,1.0407130074870587e-06,0.5670886075949367,High,0.8,240220.15917271812,Moderate
Oklahoma,6.774426545462757e-05,0.0,0.6025316455696202,High,0.8,0.4905334268201059,Moderate
Ohio,0.001026223543479142,0.0,0.4810126582278481,Moderate,0.5,0.4216130210629613,Low
South Carolina,0.0005391868913084479,9.560038092032284e-07,0.4607594936708861,Moderate,0.5,261505.4015447887,High
Florida,0.0005124880739897916,2.6501877748798355e-06,0.4810126582278481,High,0.8,94333.15476369126,Moderate
Wisconsin,6.43181306056236e-05,0.0,0.5822784810126582,Moderate,0.5,0.4414814234547739,Low
Virgin Islands of the U.S.,0.0002064689628067061,4.6388370488764244e-07,0.5012658227848101,Low,0.2,538928.3085966217,High
Alabama,1.1534862512976971e-05,0.0,0.4481012658227848,High,0.8,0.45962486710956213,Low
Vermont,0.0,0.0,0.42278481012658226,Moderate,0.5,0.4095569620253165,Low
Oklahoma,5.659935773582151e-06,0.0,0.5468354430379747,High,0.8,0.4793693525819044,Moderate
North Carolina,1.5882457599410954e-05,4.275797627660009e-07,0.4708860759493671,High,0.8,584686.4453156437,High
Massachusetts,0.0003562325653875025,0.0,0.6,Moderate,0.5,0.445142493026155,Low
New York,0.0004563631147219351,7.341463851265298e-07,0.6810126582278482,High,0.8,340531.7975938681,High
Mississippi,0.004482996098104237,9.217167527550114e-06,0.5746835443037974,High,0.8,27123.5367299073,Moderate
New Jersey,0.004713294525192266,4.6791747623449146e-07,0.4911392405063291,High,0.8,534282.4658028212,High
Hawaii,5.0731895960517406e-05,1.8434335055100228e-06,0.4860759493670886,Low,0.2,135616.62723548262,Moderate
New Hampshire,0.0006409418168290207,8.269231261040582e-07,0.3949367088607595,Moderate,0.5,302325.71765835275,High
Alabama,0.00012108113528424183,4.033771346849065e-07,0.5569620253164557,High,0.8,619767.6364408376,High
Massachusetts,0.0004010089129964453,4.3564730545969905e-07,0.5417721518987342,Moderate,0.5,573858.8918481672,High
New Jersey,0.0015975172453417668,4.3161353411285e-07,0.5164556962025316,High,0.8,579222.0977619217,High
Oklahoma,4.490922396975762e-06,0.0,0.6,High,0.8,0.4900017963689588,Moderate
Alabama,3.0009155644685105e-05,2.1580676705642497e-06,0.4860759493670886,High,0.8,115844.59199354867,Moderate
Oregon,8.433319232565587e-05,0.0,0.5848101265822785,Moderate,0.5,0.44199575859338597,Low
New York,0.00011179679521540624,0.0,0.6050632911392405,High,0.8,0.49105737694593427,Moderate
Oklahoma,0.0009100776601844837,1.1697936905862287e-06,0.5620253164556962,High,0.8,213713.13104495645,Moderate
Iowa,3.074706734505255e-05,0.0,0.43037974683544306,High,0.8,0.45608824819402666,Low
Minnesota,0.00015652835303980476,3.089868851686384e-06,0.44050632911392407,Moderate,0.5,80909.74606204948,Moderate
Vermont,2.9434353409699844e-05,0.0,0.5341772151898734,Moderate,0.5,0.4318472167793386,Low
Illinois,1.7942787688449035e-05,0.0,0.5316455696202531,Moderate,0.5,0.431336291039126,Low
Arkansas,1.2608324349222175e-05,0.0,0.4759493670886076,Moderate,0.5,0.4201949167474612,Low
Florida,4.122003871612493e-05,1.3472796298475877e-06,0.4759493670886076,High,0.8,185559.3184997746,Moderate
Ohio,2.7433743033387503e-05,0.0,0.4835443037974684,Moderate,0.5,0.42171983425670706,Low
Nebraska,0.00013538906772771043,0.0,0.579746835443038,High,0.8,0.4860035227156987,Moderate
California,9.582923702536111e-05,0.0,0.5721518987341772,High,0.8,0.4844687114416456,Moderate
Kansas,3.5322612574960685e-05,0.0,0.4379746835443038,High,0.8,0.45760906575389076,Low
Florida,0.00089937482763913,1.2706379742574553e-06,0.5974683544303797,High,0.8,196751.796996278,Moderate
New Mexico,4.478978454430613e-05,0.0,0.5240506329113924,Low,0.2,0.38482804249609626,Low
South Dakota,0.0,0.0,0.5012658227848101,High,0.8,0.47025316455696203,Low
Alabama,7.904799774942775e-05,0.0,0.4531645569620253,High,0.8,0.4606645305915048,Low
Michigan,8.957956908861226e-05,5.001876470092841e-07,0.610126582278481,Moderate,0.5,499812.6204482451,High
Georgia,0.00040509896682174956,1.060881864221304e-06,0.3949367088607595,High,0.8,235653.20485280344,Moderate
Florida,6.162178557605637e-05,6.85741128964341e-07,0.5291139240506328,High,0.8,364569.2876121394,High
North Carolina,0.0013841606438371908,7.220450710859826e-07,0.5367088607594936,High,0.8,346239.0016384533,High
Alabama,0.001198126736560189,0.0,0.6531645569620252,High,0.8,0.5011121620870291,Moderate
Texas,0.0011165645389050074,0.0,0.6911392405063291,High,0.8,0.5086744739168279,Moderate
Guam,0.002622347826521581,1.1657599192393799e-06,0.6734177215189874,Low,0.2,214452.55500583982,Moderate
Florida,0.0005869255158277257,1.242401574829512e-06,0.5037974683544304,High,0.8,201223.40443582233,Moderate
Vermont,0.0009125407848059288,0.0,0.7291139240506329,Moderate,0.5,0.47118780112404895,Low
Louisiana,6.787145351280522e-06,0.0,0.6784810126582279,High,0.8,0.5056989173897861,Moderate
New Jersey,0.0004548195840968975,1.0407130074870587e-06,0.5645569620253165,High,0.8,240220.15751192492,Moderate
Texas,0.0005623775487526714,4.96153875662435e-07,0.5164556962025316,High,0.8,503876.1625404805,High
Maine,3.367594600604563e-05,4.759850189281896e-07,0.6025316455696202,Low,0.2,525226.7649265793,High
Texas,8.693995778613449e-05,0.0,0.5367088607594936,High,0.8,0.4773765481350132,Moderate
Florida,0.0006666601111143613,4.154784487254537e-07,0.5518987341772152,High,0.8,601716.157830877,High
Florida,7.33059473708477e-06,7.986867266761148e-07,0.4506329113924051,High,0.8,313014.05103860545,High
Kentucky,0.0019850295032621946,4.96153875662435e-07,0.5341772151898734,High,0.8,503876.1666538451,High
Missouri,6.73354541611635e-05,4.4371484815339714e-07,0.5113924050632911,High,0.8,563425.1359417789,High
Kansas,2.996735184577709e-05,0.0,0.5012658227848101,High,0.8,0.4702651514977003,Low
Ohio,6.54259312766861e-05,0.0,0.49873417721518987,Moderate,0.5,0.42477300581554867,Low
Texas,0.0011890758408483982,2.2145404694201367e-06,0.4860759493670886,High,0.8,112890.45539573824,Moderate
Delaware,2.459705667891478e-05,0.0,0.4734177215189873,Low,0.2,0.37469338312646905,Low
South Carolina,6.262806273548511e-05,1.1576923765456817e-06,0.5063291139240507,Moderate,0.5,215947.007301327,Moderate
Connecticut,0.00014929928181435376,1.992683045343438e-06,0.4708860759493671,Moderate,0.5,125459.15810333165,Moderate
South Dakota,0.00016880672597621723,4.154784487254537e-07,0.4253164556962025,High,0.8,601716.1323152798,High
North Dakota,8.739233461003198e-05,0.0,0.4531645569620253,High,0.8,0.46066786832624906,Low
Alaska,0.0014013715813761141,2.621951375451892e-06,0.43544303797468353,Low,0.2,95348.94918761778,Moderate
Alabama,5.501812904212569e-05,5.526266745183219e-07,0.7240506329113925,High,0.8,452385.23198541853,High
Kentucky,2.377292464329955e-05,0.0,0.4582278481012658,High,0.8,0.4616550787901105,Low
Alabama,2.974041693741927e-05,0.0,0.5822784810126582,High,0.8,0.48646759236930665,Moderate
Kentucky,0.0006986534542143592,2.5654785765960055e-06,0.620253164556962,High,0.8,97447.94951877353,Moderate
Oklahoma,1.762030123973003e-05,1.7708256212667393e-06,0.43544303797468353,High,0.8,141177.29251706804,Moderate
Tennessee,5.051242601625031e-05,0.0,0.5189873417721519,Moderate,0.5,0.4288176733248369,Low
Mississippi,0.0003577240652128279,0.0,0.44556962025316454,High,0.8,0.459257013676718,Low
Alabama,5.398512731125218e-05,0.0,0.44556962025316454,High,0.8,0.4591355181015574,Low
Florida,9.862576187302578e-05,0.0,0.5367088607594936,High,0.8,0.47738122245664794,Moderate
Virginia,6.71846768164592e-05,0.0,0.4734177215189873,Moderate,0.5,0.4197104181745241,Low
Kansas,2.996735184577709e-05,0.0,0.4911392405063291,High,0.8,0.4682398350420041,Low
Minnesota,2.0262898527844092e-05,0.0,0.4911392405063291,Moderate,0.5,0.423235953260677,Low
North Carolina,5.137836185077356e-05,0.0,0.5215189873417722,High,0.8,0.47432434881309476,Moderate
Iowa,3.486884726774232e-05,0.0,0.4278481012658228,High,0.8,0.45558356779207165,Low
Kentucky,6.058564856026476e-06,3.634427983511007e-06,0.4607594936708861,High,0.8,68786.82758162517,Moderate
Florida,0.001210363454996975,5.163227323966803e-07,0.48860759493670886,High,0.8,484193.5033619144,High
Florida,0.0002481598018781044,0.0,0.6835443037974683,High,0.8,0.5068081246802449,Moderate
Georgia,7.255945096177593e-06,0.0,0.44050632911392407,High,0.8,0.4581041682008233,Low
Alabama,0.00015023674693479428,1.6659475662486636e-06,0.6962025316455696,High,0.8,150065.00627396666,Moderate
South Carolina,0.00028954953415793956,7.946529553292658e-07,0.5569620253164557,Moderate,0.5,314602.9301630472,High
Florida,3.186345272481938e-05,1.1012195776897947e-06,0.5443037974683544,High,0.8,227021.25634603234,Moderate
Nebraska,0.0010092825539716674,4.0741090603175555e-07,0.4962025316455696,High,0.8,613631.3137036252,High
Florida,3.4976342750648656e-05,7.192214311431882e-06,0.4481012658227848,High,0.8,34760.01922482139,Moderate
New Mexico,0.00021305903310599167,4.4371484815339714e-07,0.6632911392405063,Low,0.2,563425.0763798151,High
Iowa,0.00019847398626554746,0.0,0.4708860759493671,High,0.8,0.46425660478437963,Low
Georgia,2.4910585170724926e-05,0.0,0.5189873417721519,High,0.8,0.47380743258849867,Low
California,0.0005071711533161778,4.7679177319755945e-06,0.5063291139240507,High,0.8,52434.01207782831,Moderate
Kentucky,9.87062341859237e-05,0.0,0.37974683544303794,High,0.8,0.44598884958228197,Low
New Jersey,0.0003524093243087287,4.3161353411285e-07,0.6253164556962025,High,0.8,579222.1190360305,High
Maryland,0.00012418266363472502,0.0,0.5341772151898734,Moderate,0.5,0.43188511610342856,Low
South Dakota,0.0001917062498209028,6.413696441490014e-07,0.4734177215189873,High,0.8,389791.03551494377,High
Oklahoma,0.0001911060667080091,1.1980300900141722e-06,0.5544303797468354,High,0.8,208676.12490191232,Moderate
Oregon,5.150825222595205e-05,0.0,0.5645569620253165,Moderate,0.5,0.4379319957059537,Low
Texas,0.0003119408880371136,1.7627580785730414e-06,0.5518987341772152,High,0.8,141823.43531001516,Moderate
Missouri,0.0018736970288132308,8.551595255320018e-07,0.4962025316455696,High,0.8,292343.3355560228,High
Indiana,0.00037766298429913484,0.0,0.5544303797468354,Low,0.2,0.39103714114308674,Low
Texas,0.003852526147831603,4.477486195002462e-07,0.5848101265822785,High,0.8,558349.2520165492,High
New York,0.0001769778756699168,0.0,0.6025316455696202,High,0.8,0.49057712026419203,Moderate
California,0.0004962399824492172,4.033771346849065e-07,0.3721518987341772,High,0.8,619767.5996288758,High
Maryland,0.0005140941610139094,0.0,0.5164556962025316,Moderate,0.5,0.4284967769049119,Low
Kansas,3.910894687126997e-05,0.0,0.5215189873417722,High,0.8,0.47431944104710294,Low
Missouri,0.0011928728948331418,1.3069419163790972e-06,0.44556962025316454,High,0.8,191286.44570218428,Moderate
Texas,0.00318509614511071,6.696060435769448e-07,0.6430379746835443,High,0.8,373354.10831536836,High
Iowa,0.0011953796297748049,9.519700378563792e-07,0.5012658227848101,High,0.8,262613.52793470625,High
Indiana,0.00026907463064991907,9.600375805500775e-07,0.6,Low,0.2,260406.6227967055,High
Alabama,4.7580247841129125e-05,1.5045967123747012e-06,0.7012658227848101,High,0.8,166157.74150544062,Moderate
South Dakota,4.478978454430613e-05,0.0,0.4708860759493671,High,0.8,0.46419513110369115,Low
South Carolina,0.00013428953823686044,0.0,0.5544303797468354,Moderate,0.5,0.43593979176466185,Low
Kansas,0.00010420194074951007,2.065290929586721e-06,0.4607594936708861,High,0.8,121048.53348264201,Moderate
Texas,3.919106147626786e-05,0.0,0.5924050632911393,High,0.8,0.48849668908281835,Moderate
Alabama,7.374638025220004e-06,0.0,0.4278481012658228,High,0.8,0.45557257010837465,Low
Florida,0.0007640510186275005,6.534709581895486e-07,0.5746835443037974,High,0.8,382572.7074645515,High
Iowa,1.2317190749684185e-05,0.0,0.44050632911392407,High,0.8,0.4581061926990847,Low
California,0.0013151523658729385,1.8393997341631735e-06,0.5594936708860759,High,0.8,135914.13703005828,Moderate
Indiana,7.397032917492157e-05,7.543152418607751e-07,0.5645569620253165,Low,0.2,331426.5627270768,High
West Virginia,0.0009469232299434481,0.0,0.5291139240506328,Moderate,0.5,0.431201554102104,Low
Tennessee,2.9734444966146696e-05,0.0,0.4734177215189873,Moderate,0.5,0.41969543808178394,Low
Louisiana,0.010125917635951257,0.0,0.8,High,0.8,0.5340503670543806,Moderate
Alabama,5.7987841056695005e-05,1.0689494069150022e-06,0.5772151898734177,High,0.8,233874.7279190633,Moderate
New Jersey,0.0,0.0,0.5721518987341772,High,0.8,0.48443037974683545,Moderate
Alabama,0.0010376300086097586,1.2827392882980027e-06,0.6329113924050633,High,0.8,194895.65737468898,Moderate
Alabama,2.5737703191976444e-05,0.0,0.4430379746835443,High,0.8,0.4586178900179857,Low
Louisiana,0.0009889733726664608,9.398687238158321e-07,0.5417721518987342,High,0.8,265994.82317062054,High
Nebraska,2.4277556215832065e-05,0.0,0.45569620253164556,High,0.8,0.4611489515288154,Low
Florida,4.8967178449471746e-05,5.606942172120199e-07,0.46329113924050636,High,0.8,445876.0436130666,High
Massachusetts,0.000215340326132115,1.9039400757127584e-06,0.5924050632911393,Moderate,0.5,131306.84716884376,Moderate
Georgia,9.765625712670791e-05,0.0,0.5924050632911393,High,0.8,0.48852007516107854,Moderate
Kansas,0.00016364246381825873,4.921201043155859e-07,0.4759493670886076,High,0.8,508006.28492746153,High
Kentucky,8.780505754467958e-05,0.0,0.5215189873417722,High,0.8,0.4743389194913723,Moderate
Oklahoma,2.977774175787286e-05,2.6421202321861374e-06,0.4759493670886076,High,0.8,94621.19306437994,Moderate
Wisconsin,3.164547577337042e-05,0.0,0.4810126582278481,Moderate,0.5,0.42121518983587897,Low
Oklahoma,3.48165925191073e-06,0.0,0.5848101265822785,High,0.8,0.48696341798015647,Moderate
Oklahoma,0.00010161010521721288,0.0,0.5139240506329114,High,0.8,0.47282545416866917,Low
California,0.0001712089514206102,1.8272984201226265e-06,0.4481012658227848,High,0.8,136814.20637747846,Moderate
Indiana,0.00019882036059935677,0.0,0.5569620253164557,Low,0.2,0.3914719332075308,Low
Washington,0.0004522326903708284,0.0,0.5164556962025316,High,0.8,0.47347203231665463,Low
South Carolina,2.6758566891238454e-05,3.9329270631778385e-06,0.4582278481012658,Moderate,0.5,63566.054348580736,Moderate
Oklahoma,0.0003302589245404748,2.7752346866321567e-06,0.5189873417721519,High,0.8,90082.69558654867,Moderate
Arkansas,0.0008398084602057399,8.06754269369813e-07,0.48860759493670886,Moderate,0.5,309883.8755574424,High
West Virginia,5.491205190239659e-05,5.727955312525672e-06,0.46835443037974683,Moderate,0.5,43645.76059425935,Moderate
New Jersey,5.425386601851802e-05,0.0,0.4151898734177215,High,0.8,0.4530596762299517,Low
Texas,0.0002767090792853524,7.785178699418695e-07,0.5139240506329114,High,0.8,321123.2306675145,High
Georgia,3.530841421326014e-05,0.0,0.5620253164556962,High,0.8,0.48241918665682454,Moderate
North Dakota,0.0004128722339294139,9.116323243878886e-07,0.569620253164557,High,0.8,274233.59913344734,High
Northern Mariana Islands,2.935671778315638e-05,1.9120076184064568e-06,0.6835443037974683,Low,0.2,130752.78380921105,Moderate
Pennsylvania,0.0007218620275724004,1.0084428367122662e-07,0.5113924050632911,High,0.8,2479069.8425672264,High
South Dakota,7.291926223094853e-05,1.5005629410278521e-06,0.44556962025316454,High,0.8,166604.35027212402,Moderate
Alabama,0.00020224080714572362,2.0249532161182303e-06,0.6987341772151898,High,0.8,123459.90225801067,Moderate
Wisconsin,0.0001133211408827308,0.0,0.549367088607595,Moderate,0.5,0.4349187461778721,Low
Virgin Islands of the U.S.,0.00017000709220200464,3.2754223336414403e-06,0.46329113924050636,Low,0.2,76326.15782475285,Moderate
Texas,0.0008150254363413971,0.0,0.6379746835443039,High,0.8,0.4979209468833973,Moderate
Washington,0.0011197446136076532,4.0741090603175555e-07,0.5063291139240507,High,0.8,613631.3157731266,High
New Jersey,6.902404396841204e-05,1.8918387616722116e-06,0.4962025316455696,High,0.8,132146.78749839313,Moderate
Kentucky,6.537112351033206e-05,0.0,0.6025316455696202,High,0.8,0.4905324775633282,Moderate
Alabama,8.900625984644514e-05,2.295215896357118e-06,0.4531645569620253,High,0.8,108922.42595849631,Moderate
Texas,2.015540304493776e-05,0.0,0.5063291139240507,High,0.8,0.47127388494602807,Low
Illinois,0.0009667876486881296,4.033771346849065e-07,0.6556962025316455,Moderate,0.5,619767.6115259555,High
Kansas,0.0007190298201963822,1.2867730596448516e-06,0.4860759493670886,High,0.8,194284.67048085824,Moderate
Pennsylvania,0.00047077796038111103,4.033771346849065e-07,0.4430379746835443,High,0.8,619767.6137959062,High
Texas,0.09924705574013881,0.0,0.8177215189873418,High,0.8,0.5732431260935239,Moderate
West Virginia,6.001383231091578e-05,5.844934681584295e-06,0.5113924050632911,Moderate,0.5,42772.2549422381,Moderate
Vermont,0.00011714626313245545,4.2354599141915184e-07,0.6632911392405063,Moderate,0.5,590254.8791336577,High
Vermont,9.591459142477437e-05,0.0,0.4860759493670886,Moderate,0.5,0.4222535557099876,Low
New Hampshire,8.857926390045609e-06,0.0,0.5037974683544304,Moderate,0.5,0.4257630368414421,Low
New Jersey,0.0,5.606942172120199e-07,0.5443037974683544,High,0.8,445876.05979601137,High
New York,0.008618625022175109,4.3564730545969905e-07,0.5670886075949367,High,0.8,573858.9451985047,High
Arkansas,0.0009935673115678883,1.0003752940185682e-06,0.44556962025316454,Moderate,0.5,249906.37620489937,Moderate
South Dakota,0.0002149013862435808,4.558161621939443e-07,0.4177215189873418,High,0.8,548466.93371876,High
Washington,2.4177525697016448e-05,0.0,0.5088607594936709,High,0.8,0.471781822909013,Low
Pennsylvania,6.712943608218788e-05,0.0,0.4734177215189873,High,0.8,0.4647103960782304,Low
Arizona,4.770594290648863e-05,1.686116422982909e-06,0.4911392405063291,Low,0.2,148269.842361763,Moderate
Mississippi,8.64159173069661e-05,0.0,0.4430379746835443,High,0.8,0.45864216130363167,Low
Oklahoma,1.5116552283703319e-05,0.0,0.5316455696202531,High,0.8,0.4763351605449641,Moderate
New York,0.0009605736632797344,0.0,0.5215189873417722,High,0.8,0.47468802693366635,Moderate
Kansas,0.0010125790821141282,1.6498124808612674e-06,0.45569620253164556,High,0.8,151532.58440490786,Moderate
Connecticut,0.0,0.0,0.4506329113924051,Moderate,0.5,0.41512658227848104,Low
Iowa,4.926876299873674e-05,0.0,0.4962025316455696,High,0.8,0.4692602138343134,Low
Wisconsin,0.00070692015544842,4.3161353411285e-07,0.6050632911392405,Moderate,0.5,579222.0701272018,High
Alabama,4.921352226446543e-05,0.0,0.43037974683544306,High,0.8,0.4560956347759944,Low
Nevada,0.00012884677319860544,4.969606299318048e-06,0.45569620253164556,Low,0.2,50305.91705116882,Moderate
Montana,0.00014108782131456432,4.2354599141915184e-07,0.47848101265822784,Low,0.2,590254.7971812091,High
New York,0.0027835216565748958,0.0,0.660759493670886,High,0.8,0.5032653073968072,Moderate
Massachusetts,0.0,0.0,0.5265822784810127,Moderate,0.5,0.4303164556962025,Low
Oklahoma,2.9859856362870752e-05,0.0,0.6379746835443039,High,0.8,0.4976068806514059,Moderate
South Dakota,0.00010726108303388618,4.0741090603175555e-07,0.4430379746835443,High,0.8,613631.3027099053,High
Alabama,0.00021471028316285843,0.0,0.4430379746835443,High,0.8,0.45869347904997404,Low
Iowa,0.003017520630591903,5.727955312525672e-07,0.4835443037974684,High,0.8,436456.1369299536,High
Louisiana,0.00018063403592241217,4.3564730545969905e-07,0.610126582278481,High,0.8,573858.9504309034,High
Montana,0.00010086211581532297,8.172420748716206e-06,0.44050632911392407,Low,0.2,30590.80940518421,Moderate
Kentucky,0.00029157851139779663,0.0,0.4607594936708861,High,0.8,0.46226853013873637,Low
New Jersey,0.00011197446136076533,0.0,0.4759493670886076,High,0.8,0.4652346632022658,Low
Ohio,3.3683410970136356e-05,0.0,0.5240506329113924,Moderate,0.5,0.4298235999466666,Low
New Jersey,8.957956908861226e-05,7.946529553292658e-07,0.4481012658227848,High,0.8,314602.95331090735,High
Texas,0.0001351184627794219,0.0,0.48860759493670886,High,0.8,0.46777556637245354,Low
Mississippi,7.677267669457699e-05,0.0,0.4582278481012658,High,0.8,0.461676278690931,Low
Alabama,0.00030227431194697693,4.396810768065481e-07,0.5392405063291139,High,0.8,568594.1775102954,High
Louisiana,9.704453317932995e-05,0.0,0.5443037974683544,High,0.8,0.47889957730694266,Moderate
North Carolina,0.00019489490923225286,5.324578177840765e-07,0.5848101265822785,High,0.8,469520.9984036197,High
Oregon,3.842515616056023e-05,0.0,0.46329113924050636,Moderate,0.5,0.4176735979105655,Low
Vermont,0.0001061674956544524,4.558161621939443e-07,0.48860759493670886,Moderate,0.5,548466.9028524816,High
Wisconsin,4.5137651870933573e-05,0.0,0.5088607594936709,Moderate,0.5,0.42679020695948255,Low
South Dakota,0.00016802356166353185,0.0,0.4759493670886076,High,0.8,0.4652570828423869,Low
North Carolina,3.35923384082296e-05,0.0,0.4278481012658228,High,0.8,0.4555830571885278,Low
Texas,0.00420449282962961,1.5191182892233577e-05,0.6379746835443039,High,0.8,16457.16390764197,Moderate
California,6.7438485595543595e-06,0.0,0.44050632911392407,High,0.8,0.45810396336220865,Low
Alabama,0.00019441040320290892,2.8922140556907794e-06,0.6936708860759493,High,0.8,86439.22743118824,Moderate
Arkansas,0.0006598587823313084,6.252345587616051e-07,0.3949367088607595,Moderate,0.5,399850.09296096273,High
South Dakota,6.263569192878583e-05,0.0,0.48860759493670886,High,0.8,0.4677465732641133,Low
New Jersey,0.00013287934680041114,0.0,0.5139240506329114,High,0.8,0.47283796186530247,Low
Oregon,0.00014027414022867608,5.727955312525672e-07,0.5417721518987342,Moderate,0.5,436456.1024246246,High
Iowa,0.00012175095158217374,2.5009382350464203e-06,0.4379746835443038,High,0.8,99962.69232105644,Moderate
Arizona,7.1305336994535354e-06,0.0,0.42025316455696204,Low,0.2,0.36405348512487223,Low
Maryland,4.024896632734801e-05,4.033771346849065e-07,0.549367088607595,Moderate,0.5,619767.5898895173,High
Texas,0.00028248082529108536,6.171670160679069e-07,0.5518987341772152,High,0.8,405076.9657868568,High
Alabama,2.612737431751191e-05,4.235459914191518e-06,0.4151898734177215,High,0.8,59025.670191282785,Moderate
Maine,1.1554271419612837e-05,9.31801181122134e-07,0.4430379746835443,Low,0.2,268297.69653429464,High
Iowa,0.0008288678088343841,0.0,0.46835443037974683,High,0.8,0.4640024331994831,Low
Wisconsin,0.00012091817511814147,0.0,0.4607594936708861,Moderate,0.5,0.4172002660042245,Low
Arkansas,0.0011880624719730834,1.8272984201226265e-06,0.5848101265822785,Moderate,0.5,136814.18912599204,Moderate
Missouri,0.0006755643202817693,5.163227323966803e-07,0.45569620253164556,High,0.8,484193.4965657163,High
Puerto Rico,8.878231092372361e-05,2.4404316648436843e-06,0.4278481012658228,Moderate,0.5,102441.05399356293,Moderate
Minnesota,6.81207833134352e-05,0.0,0.5443037974683544,Moderate,0.5,0.4338880078069963,Low
Mississippi,5.2851945762281234e-05,0.0,0.44050632911392407,High,0.8,0.4581224066010897,Low
Arizona,1.4789586856529884e-05,0.0,0.5063291139240507,Low,0.2,0.38127173861955277,Low
Pennsylvania,0.0005810444379579201,0.0,0.5544303797468354,High,0.8,0.4811184937245503,Moderate
Florida,0.00017803939356361687,6.768668320012731e-06,0.4582278481012658,High,0.8,36935.0987847234,Moderate
Louisiana,0.0015974463879026178,5.405253604777747e-06,0.8455696202531646,High,0.8,46251.588633499625,Moderate
Georgia,2.5449555578074743e-05,0.0,0.5088607594936709,High,0.8,0.4717823317209654,Low
Delaware,4.581547061037074e-05,0.0,0.5113924050632911,Low,0.2,0.3822968072009024,Low
Arkansas,1.8597524758917704e-05,0.0,0.49367088607594933,Moderate,0.5,0.4237416162250935,Low
Florida,3.318027239042198e-05,4.166885801295084e-06,0.49367088607594933,High,0.8,59997.06337474846,Moderate
Kansas,0.0007579552633203741,1.2706379742574553e-06,0.5012658227848101,High,0.8,196751.77769920384,Moderate
